id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
60,1429,1429,1429,中世,EUR_W,フランス,WAR,ジャンヌ・ダルク,3,,ジャンヌ・ダルク,47.9,1.9
61,1453,1453,1453,中世,ANAT,アナトリア,WAR,コンスタンティノープルの陥落,5,ビザンツ帝国滅亡でオスマンが台頭,コンスタンティノープルの陥落,41.01,28.98
62,1455,1485,1455〜1485,中世,EUR_BR,イングランド,WAR,ばら戦争,4,内乱を経てテューダー朝成立,薔薇戦争,52.49,-1.46
63,1467,1477,1467〜1477,中世,JPN,日本,WAR,応仁の乱,4,戦国時代へ,応仁の乱,35.01,135.76
64,1492,1492,1492,中世,IBE,イベリア,WAR,グラナダ陥落,5,レコンキスタが完了,レコンキスタ,37.18,-3.60
65,1494,1559,1494〜1559,中世,ITA,イタリア,WAR,イタリア戦争,4,仏とハプスブルクがイタリア覇権を争う,イタリア戦争,43.77,11.25
66,1521,1521,1521,近世,AMER_C,メキシコ,WAR,コルテス アステカ征服,3,,エルナン・コルテス,19.43,-99.13
67,1525,1525,1525,近世,ITA,ロンバルディア,WAR,パヴィアの戦い,3,フランソワ1世が捕虜となった会戦,パヴィアの戦い,45.18,9.16
68,1533,1533,1533,近世,AMER_C,ペルー,WAR,ピサロ インカ征服,3,,フランシスコ・ピサロ,13.52,-71.97
69,1562,1598,1562〜1598,近世,EUR_W,フランス,WAR,ユグノー戦争,4,仏の新旧両派による宗教内戦,ユグノー戦争,48.85,2.35
70,1568,1609,1568〜1609,近世,EUR_W,ネーデルラント,WAR,オランダ独立戦争,5,スペインから独立を達成,八十年戦争,52.08,4.31
71,1571,1571,1571,近世,GRC,地中海,WAR,レパントの海戦,3,,レパントの海戦,38.2,21.3
72,1588,1588,1588,近世,EUR_BR,イングランド,WAR,アルマダ海戦,4,スペイン無敵艦隊の敗北・英国台頭,アルマダの海戦,50.3,-0.5
73,1592,1598,1592〜1598,近世,KOR,朝鮮,WAR,文禄・慶長の役,4,豊臣秀吉による二度の朝鮮出兵,文禄・慶長の役,37.57,126.98
74,1600,1600,1600,近世,JPN,日本,WAR,関ヶ原の戦い,4,,関ヶ原の戦い,35.37,136.46
75,1618,1648,1618〜1648,近世,EUR_C,ヨーロッパ,WAR,三十年戦争,4,,三十年戦争,50.09,14.42
76,1618,1683,1618〜1683,近世,CHN,中国,WAR,明清交替,4,明から清への王朝交代の動乱,明清交替,39.90,116.40
77,1637,1638,1637〜1638,近世,JPN,肥前,WAR,島原の乱,3,キリシタン農民の幕府への蜂起,島原の乱,32.65,130.27
78,1673,1681,1673〜1681,近世,CHN,華南,WAR,三藩の乱,3,呉三桂ら漢人武将の清への反乱,三藩の乱,26.58,106.72
79,1687,1759,1687〜1759,近世,CHN,中央アジア,WAR,清・ジュンガル戦争,4,清がジュンガルを滅ぼした遠征,清・ジュンガル戦争,44.00,85.00
80,1700,1721,1700〜1721,近世,EUR_E,バルト海,WAR,大北方戦争,4,ロシアがスウェーデンを破り台頭,大北方戦争,59.94,30.31
81,1701,1714,1701〜1714,近世,EUR_W,西欧,WAR,スペイン継承戦争,4,スペイン王位を巡る欧州大戦,スペイン継承戦争,40.42,-3.70
82,1709,1709,1709,近世,EUR_E,ウクライナ,WAR,ポルタヴァの戦い,4,露がスウェーデン軍を撃破した会戦,ポルタヴァの戦い,49.59,34.55
83,1740,1748,1740〜1748,近世,EUR_C,欧州,WAR,オーストリア継承戦争,4,プロイセンがシュレジエンを奪取,オーストリア継承戦争,50.07,14.44
84,1754,1763,1754〜1763,近世,AMER_N,北米,WAR,フレンチ・インディアン戦争,4,北米での英仏植民地抗争,フレンチ・インディアン戦争,40.44,-80.01
85,1756,1763,1756〜1763,近世,EUR_C,欧州,WAR,七年戦争,5,英仏など列強の世界規模の戦争,七年戦争,51.05,13.74
86,1757,1757,1757,近世,IND,インド,WAR,プラッシーの戦い,4,イギリスのインド支配へ,プラッシーの戦い,23.8,88.25
87,1775,1783,1775〜1783,近世,AMER_N,北米,WAR,アメリカ独立戦争,5,13植民地が独立を達成,アメリカ独立戦争,42.46,-71.36
88,1777,1777,1777,近世,AMER_N,ニューヨーク,WAR,サラトガの戦い,4,米独立戦争の転機となった会戦,サラトガの戦い,43.01,-73.64
89,1791,1804,1791〜1804,近代,AMER_C,カリブ,WAR,ハイチ独立,5,初の黒人共和国が独立,ハイチ革命,18.59,-72.31
90,1792,1802,1792〜1802,近代,EUR_W,フランス,WAR,フランス革命戦争,5,革命仏と対仏大同盟諸国の戦争,フランス革命戦争,48.85,2.35
91,1803,1815,1803〜1815,近代,EUR_C,ヨーロッパ,WAR,ナポレオン戦争,5,ナポレオン仏と欧州諸国の大戦,ナポレオン戦争,48.85,2.35
92,1805,1805,1805,近代,EUR_C,モラヴィア,WAR,アウステルリッツの戦い,4,ナポレオンが露墺連合軍を撃破,アウステルリッツの戦い,49.13,16.76
93,1805,1805,1805,近代,EUR_W,大西洋,WAR,トラファルガーの海戦,5,ネルソンが仏西連合艦隊を撃破,トラファルガーの海戦,36.18,-6.04
94,1806,1806,1806,近代,EUR_C,テューリンゲン,WAR,イエナ・アウエルシュタットの戦い,3,仏がプロイセン軍を壊滅させた会戦,イエナ・アウエルシュタットの戦い,50.93,11.59
95,1810,1825,1810〜1825,近代,AMER_C,中南米,WAR,ラテンアメリカ諸国独立,4,ボリバルらが各国を独立に導く,イスパノアメリカ独立戦争,4.71,-74.07
96,1812,1812,1812,近代,EUR_E,モスクワ近郊,WAR,ボロジノの戦い,3,ロシア遠征中の最大の激戦,ボロジノの戦い,55.52,35.82
97,1812,1812,1812,近代,EUR_E,ロシア,WAR,1812年ロシア戦役,5,ナポレオンのロシア遠征と大敗,1812年ロシア戦役,55.51,35.82
98,1812,1815,1812〜1815,近代,AMER_N,北米,WAR,米英戦争,3,米英が再び戦った第二次独立戦争,米英戦争,38.90,-77.04
99,1813,1813,1813,近代,EUR_C,ザクセン,WAR,ライプツィヒの戦い,4,諸国民の戦いでナポレオン大敗,ライプツィヒの戦い,51.34,12.37
100,1815,1815,1815,近代,EUR_W,欧州,WAR,ワーテルローの戦い,5,ナポレオンが最終的に敗北,ワーテルローの戦い,50.68,4.41
101,1821,1830,1821〜1830,近代,EUR_E,バルカン,WAR,ギリシア独立,4,オスマン帝国から独立,ギリシャ独立戦争,37.98,23.73
102,1827,1827,1827,近代,GRC,ペロポネソス,WAR,ナヴァリノの海戦,3,列強艦隊がオスマン艦隊を撃破,ナヴァリノの海戦,36.95,21.69
103,1838,1842,1838〜1842,近代,PER,アフガニスタン,WAR,アフガン戦争,3,英がアフガンに侵攻し撤退で大損害,アフガン戦争,34.53,69.17
104,1840,1842,1840〜1842,近代,CHN,中国,WAR,アヘン戦争,5,東アジアの開国・半植民地化,アヘン戦争,23.13,113.26
105,1846,1848,1846〜1848,近代,AMER_N,メキシコ,WAR,米墨戦争,4,米がメキシコ領土を大幅に獲得,米墨戦争,19.43,-99.13
106,1851,1864,1851〜1864,近代,CHN,中国,WAR,太平天国の乱,3,,太平天国の乱,32.06,118.8
107,1853,1856,1853〜1856,近代,EUR_E,黒海,WAR,クリミア戦争,4,ロシアの南下を英仏が阻止,クリミア戦争,44.62,33.53
108,1856,1860,1856〜1860,近代,CHN,中国,WAR,アロー戦争,4,英仏連合軍が清を破る,アロー戦争,23.13,113.26
109,1857,1857,1857,近代,IND,インド,WAR,インド大反乱(セポイの乱),3,,インド大反乱,28.61,77.21
110,1859,1859,1859,近代,ITA,北イタリア,WAR,第二次イタリア独立戦争,3,仏サルデーニャが墺を破り統一前進,第二次イタリア独立戦争,45.07,9.69
111,1861,1865,1861〜1865,近代,AMER_N,アメリカ,WAR,南北戦争,4,奴隷解放・国家統合,南北戦争,39.81,-77.23
112,1866,1866,1866,近代,EUR_C,ドイツ,WAR,普墺戦争,4,プロイセンが墺を破り統一主導,普墺戦争,50.43,15.83
113,1870,1871,1870〜1871,近代,EUR_C,欧州,WAR,普仏戦争,4,プロイセンがフランスに勝利,普仏戦争,48.69,6.18
114,1877,1878,1877〜1878,近代,EUR_E,バルカン,WAR,露土戦争(1877-78),3,露がオスマンを破りバルカン独立,露土戦争 (1877年-1878年),42.70,23.32
115,1877,1877,1877,近代,JPN,九州,WAR,西南戦争,3,西郷隆盛を盟主とする士族反乱,西南戦争,31.60,130.56
116,1879,1879,1879,近代,AFR_E,南アフリカ,WAR,ズールー戦争,3,英がズールー王国を征服した戦争,ズールー戦争,28.36,31.27
117,1884,1885,1884〜1885,近代,CHN,ベトナム,WAR,清仏戦争,3,清と仏がベトナム支配を争う,清仏戦争,21.03,105.85
118,1894,1894,1894,近代,KOR,朝鮮,WAR,甲午農民戦争,4,日清戦争の引き金となった農民蜂起,甲午農民戦争,35.82,127.15
119,1894,1895,1894〜1895,近代,JPN,東アジア,WAR,日清戦争,4,,日清戦争,38,124
120,1898,1898,1898,近代,AMER_C,カリブ,WAR,米西戦争,4,米がスペインから植民地を奪取,米西戦争,23.13,-82.38
121,1899,1902,1899〜1902,近代,AFR_E,南アフリカ,WAR,ボーア戦争,4,英がボーア人共和国を併合,ボーア戦争,-26.20,28.04
122,1900,1901,1900〜1901,近代,CHN,中国,WAR,義和団事件,4,扶清滅洋を掲げた排外運動,義和団の乱,39.90,116.40
123,1904,1905,1904〜1905,近代,JPN,東アジア,WAR,日露戦争,4,非欧米国の勝利・世界に衝撃,日露戦争,38.85,121.27
124,1905,1905,1905,近代,JPN,日本海,WAR,日本海海戦,4,連合艦隊がバルチック艦隊を撃破,日本海海戦,34.50,130.00
125,1911,1912,1911〜1912,近代,AFR_E,北アフリカ,WAR,伊土戦争,3,伊がリビアをオスマンから奪取,伊土戦争,32.89,13.19
126,1912,1913,1912〜1913,近代,EUR_E,バルカン,WAR,第一次バルカン戦争,3,バルカン同盟がオスマンを破る,第一次バルカン戦争,41.00,21.43
127,1913,1913,1913,近代,EUR_E,バルカン,WAR,第二次バルカン戦争,3,領土分配を巡る同盟国の内紛,第二次バルカン戦争,42.70,23.32
128,1914,1918,1914〜1918,近代,WORLD,世界,WAR,第一次世界大戦,5,総力戦・帝国の崩壊,第一次世界大戦,43.86,18.41
129,1917,1922,1917〜1922,近代,EUR_E,ロシア,WAR,ロシア内戦,4,赤軍と白軍の革命後内戦,ロシア内戦,55.75,37.62
130,1918,1922,1918〜1922,近代,JPN,シベリア,WAR,シベリア出兵,3,革命干渉で日本などが派兵,シベリア出兵,43.12,131.89
131,1919,1921,1919〜1921,近代,EUR_E,東欧,WAR,ポーランド・ソ連戦争,3,国境を巡る赤軍との戦争,ポーランド・ソビエト戦争,52.23,21.01
132,1926,1928,1926〜1928,近代,CHN,中国,WAR,北伐,4,蒋介石による全国統一戦,北伐 (中国国民党),32.06,118.80
133,1931,1931,1931,近代,CHN,中国,WAR,満州事変,4,,満洲事変,41.8,123.43
134,1935,1936,1935〜1936,近代,AFR_E,エチオピア,WAR,第二次エチオピア戦争,3,伊がエチオピアを侵略併合,第二次エチオピア戦争,9.03,38.74
135,1936,1939,1936〜1939,近代,IBE,スペイン,WAR,スペイン内戦,4,人民戦線と反乱軍の内戦,スペイン内戦,40.42,-3.70
136,1937,1945,1937〜1945,近代,CHN,東アジア,WAR,日中戦争,4,,日中戦争,39.85,116.21
137,1939,1940,1939〜1940,近代,EUR_E,フィンランド,WAR,冬戦争,3,ソ連のフィンランド侵攻,冬戦争,61.50,29.00
138,1939,1945,1939〜1945,近代,WORLD,世界,WAR,第二次世界大戦,5,核時代・冷戦構造へ,第二次世界大戦,52.52,13.4
139,1939,1939,1939,近代,JPN,満蒙国境,WAR,ノモンハン事件,3,日ソ軍が国境で衝突,ノモンハン事件,47.73,118.57
140,1941,1941,1941,近代,JPN,太平洋,WAR,パールハーバー,4,太平洋戦争開戦,真珠湾攻撃,21.36,-157.95
141,1941,1945,1941〜1945,近代,EUR_E,東部戦線,WAR,独ソ戦,5,独ソの総力戦で最大の地上戦,独ソ戦,52.52,13.40
142,1942,1943,1942〜1943,近代,EUR_E,ロシア南部,WAR,スターリングラードの戦い,5,独ソ戦の転換点となる包囲戦,スターリングラードの戦い,48.71,44.51
143,1942,1942,1942,近代,JPN,太平洋,WAR,ミッドウェー海戦,5,日本機動部隊が大敗し戦局逆転,ミッドウェー海戦,28.20,-177.37
144,1942,1943,1942〜1943,近代,JPN,南太平洋,WAR,ガダルカナル島の戦い,4,消耗戦で日本が島を放棄,ガダルカナル島の戦い,-9.45,160.00
145,1944,1944,1944,近代,EUR_W,フランス,WAR,ノルマンディー上陸作戦,5,連合軍の西部戦線反攻開始,ノルマンディー上陸作戦,49.34,-0.51
146,1945,1945,1945,現代,EUR_C,ドイツ,WAR,ベルリンの戦い,4,ソ連軍が首都を陥落させ独降伏,ベルリンの戦い,52.52,13.40
147,1945,1945,1945,現代,JPN,沖縄,WAR,沖縄戦,4,国内唯一の大規模地上戦,沖縄戦,26.34,127.80
148,1945,1945,1945,現代,JPN,硫黄島,WAR,硫黄島の戦い,4,米軍が要塞化された島を攻略,硫黄島の戦い,24.78,141.32
149,1946,1954,1946〜1954,現代,SEA,インドシナ,WAR,第一次インドシナ戦争,3,対フランス独立戦争,第一次インドシナ戦争,21.03,105.85
150,1946,1949,1946〜1949,現代,CHN,中国,WAR,国共内戦,4,国民党と共産党の全面内戦,国共内戦,39.90,116.40
151,1947,1948,1947〜1948,現代,IND,カシミール,WAR,第一次印パ戦争,3,カシミール帰属を巡る印パ戦争,第一次印パ戦争,34.08,74.80
152,1948,1949,1948〜1949,現代,LEV,中東,WAR,イスラエル建国,5,建国宣言と第一次中東戦争,第一次中東戦争,31.78,35.21
153,1950,1953,1950〜1953,現代,KOR,朝鮮,WAR,朝鮮戦争,4,冷戦の熱戦化・南北分断固定,朝鮮戦争,37.57,126.98
154,1954,1962,1954〜1962,現代,AFR_W,アルジェリア,WAR,アルジェリア戦争,3,対フランス独立戦争,アルジェリア戦争,36.75,3.06
155,1956,1956,1956,現代,EGY,中東,WAR,スエズ動乱,4,第二次中東戦争でスエズ運河を争う,第二次中東戦争,30.59,32.27
156,1956,1956,1956,現代,EUR_E,東欧,WAR,ハンガリー動乱,4,反ソ蜂起をソ連が鎮圧,ハンガリー動乱,47.50,19.04
157,1960,1975,1960〜1975,現代,SEA,ベトナム,WAR,第二次インドシナ戦争(ベトナム戦争),4,解放戦線結成→米軍介入(65)→終結(75),ベトナム戦争,16.05,107.8
158,1965,1965,1965,現代,IND,カシミール,WAR,第二次印パ戦争,3,カシミールで再び印パ衝突,第二次印パ戦争,33.00,74.50
159,1967,1970,1967〜1970,現代,AFR_W,ナイジェリア,WAR,ビアフラ戦争,3,分離独立を巡る飢餓の内戦,ビアフラ戦争,6.50,7.50
160,1967,1967,1967,現代,LEV,中東,WAR,第三次中東戦争,4,イスラエルが六日間で圧勝,第三次中東戦争,31.50,34.75
161,1971,1971,1971,現代,IND,東パキスタン,WAR,第三次印パ戦争(東部),3,バングラデシュ独立を招く戦争,第三次印パ戦争,23.81,90.41
162,1973,1973,1973,現代,LEV,中東,WAR,第4次中東戦争,4,石油危機を招いた戦争,第四次中東戦争,30.59,32.27
163,1975,2002,1975〜2002,現代,AFR_E,アンゴラ,WAR,アンゴラ内戦,3,独立後の冷戦代理内戦,アンゴラ内戦,-8.84,13.23
164,1979,1989,1979〜1989,現代,PER,アフガニスタン,WAR,ソ連のアフガニスタン侵攻,4,ソ連が泥沼化し撤退,ソ連のアフガニスタン侵攻,34.53,69.17
165,1980,1988,1980〜1988,現代,PER,中東,WAR,イラン・イラク戦争,4,国境と覇権を巡る長期消耗戦,イラン・イラク戦争,30.50,47.80
166,1982,1982,1982,現代,AMER_C,南大西洋,WAR,フォークランド紛争,3,英アルゼンチンの領有戦争,フォークランド紛争,-51.70,-59.17
167,1988,1994,1988〜1994,現代,PER,コーカサス,WAR,ナゴルノ・カラバフ戦争,3,アルメニアとアゼルの民族紛争,ナゴルノ・カラバフ戦争,39.82,46.75
168,1990,1991,1990〜1991,現代,MESO,中東,WAR,湾岸戦争,5,多国籍軍がイラクを攻撃,湾岸戦争,29.37,47.98
169,1992,1995,1992〜1995,現代,EUR_E,ボスニア,WAR,ボスニア・ヘルツェゴビナ紛争,4,民族浄化を伴うユーゴ内戦,ボスニア・ヘルツェゴビナ紛争,43.86,18.41
170,1994,1996,1994〜1996,現代,EUR_E,チェチェン,WAR,第一次チェチェン紛争,3,独立派とロシアの戦争,第一次チェチェン紛争,43.32,45.69
171,1994,1994,1994,現代,AFR_E,ルワンダ,WAR,ルワンダ虐殺,4,短期間に大規模な民族大虐殺,ルワンダ虐殺,-1.94,30.06
172,1998,1999,1998〜1999,現代,EUR_E,コソボ,WAR,コソボ紛争,3,セルビアとアルバニア系の紛争,コソボ紛争,42.67,21.17
173,1999,2009,1999〜2009,現代,EUR_E,チェチェン,WAR,第二次チェチェン紛争,3,ロシアがチェチェンを再制圧,第二次チェチェン紛争,43.32,45.69
174,2001,2021,2001〜2021,現代,PER,アフガニスタン,WAR,アフガニスタン紛争,4,対テロ戦争で米が侵攻し撤退,アフガニスタン紛争 (2001年-2021年),34.53,69.17
175,2001,2001,2001,現代,AMER_N,アメリカ,WAR,9.11 同時多発テロ,5,対テロ戦争の時代へ(追加提案),アメリカ同時多発テロ事件,40.71,-74.01
176,2003,2011,2003〜2011,現代,MESO,イラク,WAR,イラク戦争,4,米英が侵攻しフセイン政権打倒,イラク戦争,33.31,44.36
177,2003,,2003〜,現代,AFR_E,スーダン,WAR,ダルフール紛争,3,スーダン西部の民族紛争,ダルフール紛争,13.45,24.20
178,2011,,2011〜,現代,LEV,シリア,WAR,シリア内戦,4,アサド政権と反体制派の内戦,シリア内戦,34.80,38.99
179,2022,,2022〜,現代,EUR_E,ウクライナ,WAR,ロシアのウクライナ侵攻,5,欧州で最大規模の全面侵攻,ロシアのウクライナ侵攻,50.45,30.52
