id,year_start,year_end,year_label,era,area_code,region,category,title,importance,summary,wiki,lat,lon
60,1453,1453,1453,中世,ANAT,アナトリア,WAR,コンスタンティノープルの陥落,5,ビザンツ帝国滅亡でオスマンが台頭,コンスタンティノープルの陥落,41.01,28.98
61,1455,1485,1455〜1485,中世,EUR_BR,イングランド,WAR,ばら戦争,4,内乱を経てテューダー朝成立,薔薇戦争,52.49,-1.46
62,1467,1477,1467〜1477,中世,JPN,日本,WAR,応仁の乱,4,戦国時代へ,応仁の乱,35.01,135.76
63,1492,1492,1492,中世,IBE,イベリア,WAR,グラナダ陥落,5,レコンキスタが完了,レコンキスタ,37.18,-3.60
64,1494,1559,1494〜1559,中世,ITA,イタリア,WAR,イタリア戦争,4,仏とハプスブルクがイタリア覇権を争う,イタリア戦争,43.77,11.25
65,1521,1521,1521,近世,AMER_C,メキシコ,WAR,コルテス アステカ征服,3,,エルナン・コルテス,19.43,-99.13
66,1525,1525,1525,近世,ITA,ロンバルディア,WAR,パヴィアの戦い,3,フランソワ1世が捕虜となった会戦,パヴィアの戦い,45.18,9.16
67,1533,1533,1533,近世,AMER_C,ペルー,WAR,ピサロ インカ征服,3,,フランシスコ・ピサロ,13.52,-71.97
68,1562,1598,1562〜1598,近世,EUR_W,フランス,WAR,ユグノー戦争,4,仏の新旧両派による宗教内戦,ユグノー戦争,48.85,2.35
69,1568,1609,1568〜1609,近世,EUR_W,ネーデルラント,WAR,オランダ独立戦争,5,スペインから独立を達成,八十年戦争,52.08,4.31
70,1571,1571,1571,近世,GRC,地中海,WAR,レパントの海戦,3,,レパントの海戦,38.2,21.3
71,1588,1588,1588,近世,EUR_BR,イングランド,WAR,アルマダ海戦,4,スペイン無敵艦隊の敗北・英国台頭,アルマダの海戦,50.3,-0.5
72,1592,1598,1592〜1598,近世,KOR,朝鮮,WAR,文禄・慶長の役,4,豊臣秀吉による二度の朝鮮出兵,文禄・慶長の役,37.57,126.98
73,1600,1600,1600,近世,JPN,日本,WAR,関ヶ原の戦い,4,,関ヶ原の戦い,35.37,136.46
74,1618,1648,1618〜1648,近世,EUR_C,ヨーロッパ,WAR,三十年戦争,4,,三十年戦争,50.09,14.42
75,1618,1683,1618〜1683,近世,CHN,中国,WAR,明清交替,4,明から清への王朝交代の動乱,明清交替,39.90,116.40
76,1637,1638,1637〜1638,近世,JPN,肥前,WAR,島原の乱,3,キリシタン農民の幕府への蜂起,島原の乱,32.65,130.27
77,1673,1681,1673〜1681,近世,CHN,華南,WAR,三藩の乱,3,呉三桂ら漢人武将の清への反乱,三藩の乱,26.58,106.72
78,1687,1759,1687〜1759,近世,CHN,中央アジア,WAR,清・ジュンガル戦争,4,清がジュンガルを滅ぼした遠征,清・ジュンガル戦争,44.00,85.00
79,1700,1721,1700〜1721,近世,EUR_E,バルト海,WAR,大北方戦争,4,ロシアがスウェーデンを破り台頭,大北方戦争,59.94,30.31
80,1701,1714,1701〜1714,近世,EUR_W,西欧,WAR,スペイン継承戦争,4,スペイン王位を巡る欧州大戦,スペイン継承戦争,40.42,-3.70
81,1709,1709,1709,近世,EUR_E,ウクライナ,WAR,ポルタヴァの戦い,4,露がスウェーデン軍を撃破した会戦,ポルタヴァの戦い,49.59,34.55
82,1740,1748,1740〜1748,近世,EUR_C,欧州,WAR,オーストリア継承戦争,4,プロイセンがシュレジエンを奪取,オーストリア継承戦争,50.07,14.44
83,1754,1763,1754〜1763,近世,AMER_N,北米,WAR,フレンチ・インディアン戦争,4,北米での英仏植民地抗争,フレンチ・インディアン戦争,40.44,-80.01
84,1756,1763,1756〜1763,近世,EUR_C,欧州,WAR,七年戦争,5,英仏など列強の世界規模の戦争,七年戦争,51.05,13.74
85,1757,1757,1757,近世,IND,インド,WAR,プラッシーの戦い,4,イギリスのインド支配へ,プラッシーの戦い,23.8,88.25
86,1775,1783,1775〜1783,近世,AMER_N,北米,WAR,アメリカ独立戦争,5,13植民地が独立を達成,アメリカ独立戦争,42.46,-71.36
87,1777,1777,1777,近世,AMER_N,ニューヨーク,WAR,サラトガの戦い,4,米独立戦争の転機となった会戦,サラトガの戦い,43.01,-73.64
88,1791,1804,1791〜1804,近代,AMER_C,カリブ,WAR,ハイチ独立,5,初の黒人共和国が独立,ハイチ革命,18.59,-72.31
89,1792,1802,1792〜1802,近代,EUR_W,フランス,WAR,フランス革命戦争,5,革命仏と対仏大同盟諸国の戦争,フランス革命戦争,48.85,2.35
90,1803,1815,1803〜1815,近代,EUR_C,ヨーロッパ,WAR,ナポレオン戦争,5,ナポレオン仏と欧州諸国の大戦,ナポレオン戦争,48.85,2.35
91,1805,1805,1805,近代,EUR_C,モラヴィア,WAR,アウステルリッツの戦い,4,ナポレオンが露墺連合軍を撃破,アウステルリッツの戦い,49.13,16.76
92,1805,1805,1805,近代,EUR_W,大西洋,WAR,トラファルガーの海戦,5,ネルソンが仏西連合艦隊を撃破,トラファルガーの海戦,36.18,-6.04
93,1806,1806,1806,近代,EUR_C,テューリンゲン,WAR,イエナ・アウエルシュタットの戦い,3,仏がプロイセン軍を壊滅させた会戦,イエナ・アウエルシュタットの戦い,50.93,11.59
94,1810,1825,1810〜1825,近代,AMER_C,中南米,WAR,ラテンアメリカ諸国独立,4,ボリバルらが各国を独立に導く,イスパノアメリカ独立戦争,4.71,-74.07
95,1812,1812,1812,近代,EUR_E,モスクワ近郊,WAR,ボロジノの戦い,3,ロシア遠征中の最大の激戦,ボロジノの戦い,55.52,35.82
96,1812,1812,1812,近代,EUR_E,ロシア,WAR,1812年ロシア戦役,5,ナポレオンのロシア遠征と大敗,1812年ロシア戦役,55.51,35.82
97,1812,1815,1812〜1815,近代,AMER_N,北米,WAR,米英戦争,3,米英が再び戦った第二次独立戦争,米英戦争,38.90,-77.04
98,1813,1813,1813,近代,EUR_C,ザクセン,WAR,ライプツィヒの戦い,4,諸国民の戦いでナポレオン大敗,ライプツィヒの戦い,51.34,12.37
99,1815,1815,1815,近代,EUR_W,欧州,WAR,ワーテルローの戦い,5,ナポレオンが最終的に敗北,ワーテルローの戦い,50.68,4.41
100,1821,1830,1821〜1830,近代,EUR_E,バルカン,WAR,ギリシア独立,4,オスマン帝国から独立,ギリシャ独立戦争,37.98,23.73
101,1827,1827,1827,近代,GRC,ペロポネソス,WAR,ナヴァリノの海戦,3,列強艦隊がオスマン艦隊を撃破,ナヴァリノの海戦,36.95,21.69
102,1838,1842,1838〜1842,近代,PER,アフガニスタン,WAR,アフガン戦争,3,英がアフガンに侵攻し撤退で大損害,アフガン戦争,34.53,69.17
103,1840,1842,1840〜1842,近代,CHN,中国,WAR,アヘン戦争,5,東アジアの開国・半植民地化,アヘン戦争,23.13,113.26
104,1846,1848,1846〜1848,近代,AMER_N,メキシコ,WAR,米墨戦争,4,米がメキシコ領土を大幅に獲得,米墨戦争,19.43,-99.13
105,1851,1864,1851〜1864,近代,CHN,中国,WAR,太平天国の乱,3,,太平天国の乱,32.06,118.8
106,1853,1856,1853〜1856,近代,EUR_E,黒海,WAR,クリミア戦争,4,ロシアの南下を英仏が阻止,クリミア戦争,44.62,33.53
107,1856,1860,1856〜1860,近代,CHN,中国,WAR,アロー戦争,4,英仏連合軍が清を破る,アロー戦争,23.13,113.26
108,1857,1857,1857,近代,IND,インド,WAR,インド大反乱(セポイの乱),3,,インド大反乱,28.61,77.21
109,1859,1859,1859,近代,ITA,北イタリア,WAR,第二次イタリア独立戦争,3,仏サルデーニャが墺を破り統一前進,第二次イタリア独立戦争,45.07,9.69
110,1861,1865,1861〜1865,近代,AMER_N,アメリカ,WAR,南北戦争,4,奴隷解放・国家統合,南北戦争,39.81,-77.23
111,1866,1866,1866,近代,EUR_C,ドイツ,WAR,普墺戦争,4,プロイセンが墺を破り統一主導,普墺戦争,50.43,15.83
112,1870,1871,1870〜1871,近代,EUR_C,欧州,WAR,普仏戦争,4,プロイセンがフランスに勝利,普仏戦争,48.69,6.18
113,1877,1878,1877〜1878,近代,EUR_E,バルカン,WAR,露土戦争(1877-78),3,露がオスマンを破りバルカン独立,露土戦争 (1877年-1878年),42.70,23.32
114,1877,1877,1877,近代,JPN,九州,WAR,西南戦争,3,西郷隆盛を盟主とする士族反乱,西南戦争,31.60,130.56
115,1879,1879,1879,近代,AFR_E,南アフリカ,WAR,ズールー戦争,3,英がズールー王国を征服した戦争,ズールー戦争,28.36,31.27
116,1884,1885,1884〜1885,近代,CHN,ベトナム,WAR,清仏戦争,3,清と仏がベトナム支配を争う,清仏戦争,21.03,105.85
117,1894,1894,1894,近代,KOR,朝鮮,WAR,甲午農民戦争,4,日清戦争の引き金となった農民蜂起,甲午農民戦争,35.82,127.15
118,1894,1895,1894〜1895,近代,JPN,東アジア,WAR,日清戦争,4,,日清戦争,38,124
119,1898,1898,1898,近代,AMER_C,カリブ,WAR,米西戦争,4,米がスペインから植民地を奪取,米西戦争,23.13,-82.38
120,1899,1902,1899〜1902,近代,AFR_E,南アフリカ,WAR,ボーア戦争,4,英がボーア人共和国を併合,ボーア戦争,-26.20,28.04
121,1900,1901,1900〜1901,近代,CHN,中国,WAR,義和団事件,4,扶清滅洋を掲げた排外運動,義和団の乱,39.90,116.40
122,1904,1905,1904〜1905,近代,JPN,東アジア,WAR,日露戦争,4,非欧米国の勝利・世界に衝撃,日露戦争,38.85,121.27
123,1905,1905,1905,近代,JPN,日本海,WAR,日本海海戦,4,連合艦隊がバルチック艦隊を撃破,日本海海戦,34.50,130.00
124,1911,1912,1911〜1912,近代,AFR_E,北アフリカ,WAR,伊土戦争,3,伊がリビアをオスマンから奪取,伊土戦争,32.89,13.19
125,1912,1913,1912〜1913,近代,EUR_E,バルカン,WAR,第一次バルカン戦争,3,バルカン同盟がオスマンを破る,第一次バルカン戦争,41.00,21.43
126,1913,1913,1913,近代,EUR_E,バルカン,WAR,第二次バルカン戦争,3,領土分配を巡る同盟国の内紛,第二次バルカン戦争,42.70,23.32
127,1914,1918,1914〜1918,近代,WORLD,世界,WAR,第一次世界大戦,5,総力戦・帝国の崩壊,第一次世界大戦,43.86,18.41
128,1917,1922,1917〜1922,近代,EUR_E,ロシア,WAR,ロシア内戦,4,赤軍と白軍の革命後内戦,ロシア内戦,55.75,37.62
129,1918,1922,1918〜1922,近代,JPN,シベリア,WAR,シベリア出兵,3,革命干渉で日本などが派兵,シベリア出兵,43.12,131.89
130,1919,1921,1919〜1921,近代,EUR_E,東欧,WAR,ポーランド・ソ連戦争,3,国境を巡る赤軍との戦争,ポーランド・ソビエト戦争,52.23,21.01
131,1926,1928,1926〜1928,近代,CHN,中国,WAR,北伐,4,蒋介石による全国統一戦,北伐 (中国国民党),32.06,118.80
132,1931,1931,1931,近代,CHN,中国,WAR,満州事変,4,,満洲事変,41.8,123.43
133,1935,1936,1935〜1936,近代,AFR_E,エチオピア,WAR,第二次エチオピア戦争,3,伊がエチオピアを侵略併合,第二次エチオピア戦争,9.03,38.74
134,1936,1939,1936〜1939,近代,IBE,スペイン,WAR,スペイン内戦,4,人民戦線と反乱軍の内戦,スペイン内戦,40.42,-3.70
135,1937,1945,1937〜1945,近代,CHN,東アジア,WAR,日中戦争,4,,日中戦争,39.85,116.21
136,1939,1940,1939〜1940,近代,EUR_E,フィンランド,WAR,冬戦争,3,ソ連のフィンランド侵攻,冬戦争,61.50,29.00
137,1939,1945,1939〜1945,近代,WORLD,世界,WAR,第二次世界大戦,5,核時代・冷戦構造へ,第二次世界大戦,52.52,13.4
138,1939,1939,1939,近代,JPN,満蒙国境,WAR,ノモンハン事件,3,日ソ軍が国境で衝突,ノモンハン事件,47.73,118.57
139,1941,1941,1941,近代,JPN,太平洋,WAR,パールハーバー,4,太平洋戦争開戦,真珠湾攻撃,21.36,-157.95
140,1941,1945,1941〜1945,近代,EUR_E,東部戦線,WAR,独ソ戦,5,独ソの総力戦で最大の地上戦,独ソ戦,52.52,13.40
141,1942,1943,1942〜1943,近代,EUR_E,ロシア南部,WAR,スターリングラードの戦い,5,独ソ戦の転換点となる包囲戦,スターリングラードの戦い,48.71,44.51
142,1942,1942,1942,近代,JPN,太平洋,WAR,ミッドウェー海戦,5,日本機動部隊が大敗し戦局逆転,ミッドウェー海戦,28.20,-177.37
143,1942,1943,1942〜1943,近代,JPN,南太平洋,WAR,ガダルカナル島の戦い,4,消耗戦で日本が島を放棄,ガダルカナル島の戦い,-9.45,160.00
144,1944,1944,1944,近代,EUR_W,フランス,WAR,ノルマンディー上陸作戦,5,連合軍の西部戦線反攻開始,ノルマンディー上陸作戦,49.34,-0.51
145,1945,1945,1945,現代,EUR_C,ドイツ,WAR,ベルリンの戦い,4,ソ連軍が首都を陥落させ独降伏,ベルリンの戦い,52.52,13.40
146,1945,1945,1945,現代,JPN,沖縄,WAR,沖縄戦,4,国内唯一の大規模地上戦,沖縄戦,26.34,127.80
147,1945,1945,1945,現代,JPN,硫黄島,WAR,硫黄島の戦い,4,米軍が要塞化された島を攻略,硫黄島の戦い,24.78,141.32
148,1946,1954,1946〜1954,現代,SEA,インドシナ,WAR,第一次インドシナ戦争,3,対フランス独立戦争,第一次インドシナ戦争,21.03,105.85
149,1946,1949,1946〜1949,現代,CHN,中国,WAR,国共内戦,4,国民党と共産党の全面内戦,国共内戦,39.90,116.40
150,1947,1948,1947〜1948,現代,IND,カシミール,WAR,第一次印パ戦争,3,カシミール帰属を巡る印パ戦争,第一次印パ戦争,34.08,74.80
151,1948,1949,1948〜1949,現代,LEV,中東,WAR,イスラエル建国,5,建国宣言と第一次中東戦争,第一次中東戦争,31.78,35.21
152,1950,1953,1950〜1953,現代,KOR,朝鮮,WAR,朝鮮戦争,4,冷戦の熱戦化・南北分断固定,朝鮮戦争,37.57,126.98
153,1954,1962,1954〜1962,現代,AFR_W,アルジェリア,WAR,アルジェリア戦争,3,対フランス独立戦争,アルジェリア戦争,36.75,3.06
154,1956,1956,1956,現代,EGY,中東,WAR,スエズ動乱,4,第二次中東戦争でスエズ運河を争う,第二次中東戦争,30.59,32.27
155,1956,1956,1956,現代,EUR_E,東欧,WAR,ハンガリー動乱,4,反ソ蜂起をソ連が鎮圧,ハンガリー動乱,47.50,19.04
156,1960,1975,1960〜1975,現代,SEA,ベトナム,WAR,第二次インドシナ戦争(ベトナム戦争),4,解放戦線結成→米軍介入(65)→終結(75),ベトナム戦争,16.05,107.8
157,1965,1965,1965,現代,IND,カシミール,WAR,第二次印パ戦争,3,カシミールで再び印パ衝突,第二次印パ戦争,33.00,74.50
158,1967,1970,1967〜1970,現代,AFR_W,ナイジェリア,WAR,ビアフラ戦争,3,分離独立を巡る飢餓の内戦,ビアフラ戦争,6.50,7.50
159,1967,1967,1967,現代,LEV,中東,WAR,第三次中東戦争,4,イスラエルが六日間で圧勝,第三次中東戦争,31.50,34.75
160,1971,1971,1971,現代,IND,東パキスタン,WAR,第三次印パ戦争(東部),3,バングラデシュ独立を招く戦争,第三次印パ戦争,23.81,90.41
161,1973,1973,1973,現代,LEV,中東,WAR,第4次中東戦争,4,石油危機を招いた戦争,第四次中東戦争,30.59,32.27
162,1975,2002,1975〜2002,現代,AFR_E,アンゴラ,WAR,アンゴラ内戦,3,独立後の冷戦代理内戦,アンゴラ内戦,-8.84,13.23
163,1979,1989,1979〜1989,現代,PER,アフガニスタン,WAR,ソ連のアフガニスタン侵攻,4,ソ連が泥沼化し撤退,ソ連のアフガニスタン侵攻,34.53,69.17
164,1980,1988,1980〜1988,現代,PER,中東,WAR,イラン・イラク戦争,4,国境と覇権を巡る長期消耗戦,イラン・イラク戦争,30.50,47.80
165,1982,1982,1982,現代,AMER_C,南大西洋,WAR,フォークランド紛争,3,英アルゼンチンの領有戦争,フォークランド紛争,-51.70,-59.17
166,1988,1994,1988〜1994,現代,PER,コーカサス,WAR,ナゴルノ・カラバフ戦争,3,アルメニアとアゼルの民族紛争,ナゴルノ・カラバフ戦争,39.82,46.75
167,1990,1991,1990〜1991,現代,MESO,中東,WAR,湾岸戦争,5,多国籍軍がイラクを攻撃,湾岸戦争,29.37,47.98
168,1992,1995,1992〜1995,現代,EUR_E,ボスニア,WAR,ボスニア・ヘルツェゴビナ紛争,4,民族浄化を伴うユーゴ内戦,ボスニア・ヘルツェゴビナ紛争,43.86,18.41
169,1994,1996,1994〜1996,現代,EUR_E,チェチェン,WAR,第一次チェチェン紛争,3,独立派とロシアの戦争,第一次チェチェン紛争,43.32,45.69
170,1994,1994,1994,現代,AFR_E,ルワンダ,WAR,ルワンダ虐殺,4,短期間に大規模な民族大虐殺,ルワンダ虐殺,-1.94,30.06
171,1998,1999,1998〜1999,現代,EUR_E,コソボ,WAR,コソボ紛争,3,セルビアとアルバニア系の紛争,コソボ紛争,42.67,21.17
172,1999,2009,1999〜2009,現代,EUR_E,チェチェン,WAR,第二次チェチェン紛争,3,ロシアがチェチェンを再制圧,第二次チェチェン紛争,43.32,45.69
173,2001,2021,2001〜2021,現代,PER,アフガニスタン,WAR,アフガニスタン紛争,4,対テロ戦争で米が侵攻し撤退,アフガニスタン紛争 (2001年-2021年),34.53,69.17
174,2001,2001,2001,現代,AMER_N,アメリカ,WAR,9.11 同時多発テロ,5,対テロ戦争の時代へ(追加提案),アメリカ同時多発テロ事件,40.71,-74.01
175,2003,2011,2003〜2011,現代,MESO,イラク,WAR,イラク戦争,4,米英が侵攻しフセイン政権打倒,イラク戦争,33.31,44.36
176,2003,,2003〜,現代,AFR_E,スーダン,WAR,ダルフール紛争,3,スーダン西部の民族紛争,ダルフール紛争,13.45,24.20
177,2011,,2011〜,現代,LEV,シリア,WAR,シリア内戦,4,アサド政権と反体制派の内戦,シリア内戦,34.80,38.99
178,2022,,2022〜,現代,EUR_E,ウクライナ,WAR,ロシアのウクライナ侵攻,5,欧州で最大規模の全面侵攻,ロシアのウクライナ侵攻,50.45,30.52
